"metadata__language","metadata__transactionId","metadata__version","metadata__fromDate","metadata__toDate","metadata__station","metadata__status_code","metadata__message","actualWeatherData__date","actualWeatherData__time","actualWeatherData__temperature","actualWeatherData__relativeHumidity"
"","","","","","","","","2022-01-12","01:15:00","19.8","71.0"
"","","","","","","","","2022-01-12","01:30:00","19.7","71.0"
"","","","","","","","","2022-01-12","01:45:00","19.5","70.0"
"","","","","","","","","2022-01-12","02:00:00","19.4","71.0"
"","","","","","","","","2022-01-12","02:15:00","19.1","72.0"
"","","","","","","","","2022-01-12","02:30:00","18.9","74.0"
"","","","","","","","","2022-01-12","02:45:00","18.2","81.0"
"","","","","","","","","2022-01-12","03:00:00","17.6","91.0"
"","","","","","","","","2022-01-12","03:15:00","17.1","99.0"
"","","","","","","","","2022-01-12","03:30:00","16.7","99.0"
"","","","","","","","","2022-01-12","03:45:00","16.5","99.0"
"","","","","","","","","2022-01-12","04:00:00","16.7","99.0"
"","","","","","","","","2022-01-12","04:15:00","16.9","99.0"
"","","","","","","","","2022-01-12","04:30:00","17.1","99.0"
"","","","","","","","","2022-01-12","04:45:00","17.1","99.0"
"","","","","","","","","2022-01-12","05:15:00","16.8","99.0"
"","","","","","","","","2022-01-12","05:30:00","16.8","99.0"
"","","","","","","","","2022-01-12","05:45:00","17.5","99.0"
"","","","","","","","","2022-01-12","06:00:00","17.3","99.0"
"","","","","","","","","2022-01-12","06:15:00","17.5","89.0"
"","","","","","","","","2022-01-12","06:30:00","17.7","88.0"
"","","","","","","","","2022-01-12","06:45:00","17.1","96.0"
"","","","","","","","","2022-01-12","07:00:00","16.5","99.0"
"","","","","","","","","2022-01-12","07:15:00","16.4","99.0"
"","","","","","","","","2022-01-12","07:30:00","17.4","99.0"
"","","","","","","","","2022-01-12","07:45:00","17.9","87.0"
"","","","","","","","","2022-01-12","08:00:00","18.2","81.0"
"","","","","","","","","2022-01-12","08:15:00","18.3","80.0"
"","","","","","","","","2022-01-12","08:30:00","18.7","73.0"
"","","","","","","","","2022-01-12","08:45:00","19.1","69.0"
"","","","","","","","","2022-01-12","09:00:00","19.6","61.0"
"","","","","","","","","2022-01-12","09:15:00","21.0","60.0"
"","","","","","","","","2022-01-12","09:30:00","21.0","58.0"
"","","","","","","","","2022-01-12","09:45:00","21.4","60.0"
"","","","","","","","","2022-01-12","10:00:00","21.3","61.0"
"","","","","","","","","2022-01-12","10:15:00","21.7","62.0"
"","","","","","","","","2022-01-12","10:30:00","21.6","62.0"
"","","","","","","","","2022-01-12","10:45:00","22.1","59.0"
"","","","","","","","","2022-01-12","11:00:00","22.1","63.0"
"","","","","","","","","2022-01-12","11:15:00","22.6","60.0"
"","","","","","","","","2022-01-12","11:30:00","22.7","59.0"
"","","","","","","","","2022-01-12","11:45:00","23.3","53.0"
"","","","","","","","","2022-01-12","12:00:00","23.5","52.0"
"","","","","","","","","2022-01-12","12:15:00","23.0","58.0"
"","","","","","","","","2022-01-12","12:30:00","23.1","59.0"
"","","","","","","","","2022-01-12","12:45:00","22.9","63.0"
"","","","","","","","","2022-01-12","13:00:00","23.1","64.0"
"","","","","","","","","2022-01-12","13:15:00","23.0","63.0"
"","","","","","","","","2022-01-12","13:30:00","23.2","65.0"
"","","","","","","","","2022-01-12","13:45:00","23.4","66.0"
"","","","","","","","","2022-01-12","14:00:00","23.5","66.0"
"","","","","","","","","2022-01-12","14:15:00","23.4","70.0"
"","","","","","","","","2022-01-12","14:30:00","23.4","68.0"
"","","","","","","","","2022-01-12","14:45:00","23.8","67.0"
"","","","","","","","","2022-01-12","15:00:00","23.9","66.0"
"","","","","","","","","2022-01-12","15:15:00","23.8","71.0"
"","","","","","","","","2022-01-12","15:30:00","24.2","70.0"
"","","","","","","","","2022-01-12","15:45:00","23.5","73.0"
"","","","","","","","","2022-01-12","16:00:00","24.0","70.0"
"","","","","","","","","2022-01-12","16:15:00","24.3","67.0"
"","","","","","","","","2022-01-12","16:30:00","24.0","72.0"
"","","","","","","","","2022-01-12","16:45:00","24.1","71.0"
"","","","","","","","","2022-01-12","17:00:00","23.6","73.0"
"","","","","","","","","2022-01-12","17:15:00","23.1","77.0"
"","","","","","","","","2022-01-12","17:30:00","23.2","77.0"
"","","","","","","","","2022-01-12","17:45:00","23.0","80.0"
"","","","","","","","","2022-01-12","18:00:00","22.8","82.0"
"","","","","","","","","2022-01-12","18:15:00","22.7","83.0"
"","","","","","","","","2022-01-12","18:30:00","22.5","88.0"
"","","","","","","","","2022-01-12","18:45:00","22.3","94.0"
"","","","","","","","","2022-01-12","19:00:00","22.2","96.0"
"","","","","","","","","2022-01-12","19:15:00","22.2","99.0"
"","","","","","","","","2022-01-12","19:30:00","22.0","99.0"
"","","","","","","","","2022-01-12","19:45:00","22.1","99.0"
"","","","","","","","","2022-01-12","20:00:00","22.0","99.0"
"","","","","","","","","2022-01-12","20:15:00","22.0","99.0"
"","","","","","","","","2022-01-12","20:30:00","21.9","99.0"
"","","","","","","","","2022-01-12","20:45:00","21.9","99.0"
"","","","","","","","","2022-01-12","21:00:00","21.9","99.0"
"","","","","","","","","2022-01-12","21:15:00","21.7","99.0"
"","","","","","","","","2022-01-12","21:30:00","21.5","99.0"
"","","","","","","","","2022-01-12","21:45:00","21.5","99.0"
"","","","","","","","","2022-01-12","22:00:00","21.4","99.0"
"","","","","","","","","2022-01-12","22:15:00","21.3","99.0"
"","","","","","","","","2022-01-12","22:30:00","21.1","99.0"
"","","","","","","","","2022-01-12","22:45:00","21.1","99.0"
"","","","","","","","","2022-01-12","23:15:00","20.3","99.0"
"","","","","","","","","2022-01-12","23:30:00","20.4","99.0"
"","","","","","","","","2022-01-12","23:45:00","20.3","99.0"
"","","","","","","","","2022-01-13","00:00:00","20.1","99.0"
"","","","","","","","","2022-01-13","00:15:00","20.0","99.0"
"","","","","","","","","2022-01-13","00:30:00","20.0","99.0"
"","","","","","","","","2022-01-13","00:45:00","19.6","99.0"
"","","","","","","","","2022-01-13","01:00:00","19.5","99.0"
"","","","","","","","","2022-01-13","01:15:00","19.7","99.0"
"","","","","","","","","2022-01-13","01:30:00","19.2","99.0"
"","","","","","","","","2022-01-13","01:45:00","18.9","99.0"
"","","","","","","","","2022-01-13","02:00:00","18.6","99.0"
"","","","","","","","","2022-01-13","02:15:00","18.6","99.0"
"","","","","","","","","2022-01-13","02:30:00","18.4","99.0"
"","","","","","","","","2022-01-13","02:45:00","18.3","99.0"
"","","","","","","","","2022-01-13","03:00:00","18.0","99.0"
"","","","","","","","","2022-01-13","03:15:00","18.4","99.0"
"","","","","","","","","2022-01-13","03:30:00","18.3","99.0"
"","","","","","","","","2022-01-13","03:45:00","18.2","99.0"
"","","","","","","","","2022-01-13","04:00:00","18.1","99.0"
"","","","","","","","","2022-01-13","04:15:00","17.9","99.0"
"","","","","","","","","2022-01-13","04:30:00","17.8","99.0"
"","","","","","","","","2022-01-13","04:45:00","18.1","99.0"
"","","","","","","","","2022-01-13","05:15:00","17.9","99.0"
"","","","","","","","","2022-01-13","05:30:00","18.1","99.0"
"","","","","","","","","2022-01-13","05:45:00","18.4","99.0"
"","","","","","","","","2022-01-13","06:00:00","18.4","99.0"
"","","","","","","","","2022-01-13","06:15:00","18.2","99.0"
"","","","","","","","","2022-01-13","06:30:00","18.5","99.0"
"","","","","","","","","2022-01-13","06:45:00","18.7","99.0"
"","","","","","","","","2022-01-13","07:00:00","18.5","99.0"
"","","","","","","","","2022-01-13","07:15:00","18.3","99.0"
"","","","","","","","","2022-01-13","07:30:00","18.4","99.0"
"","","","","","","","","2022-01-13","07:45:00","18.7","99.0"
"","","","","","","","","2022-01-13","08:00:00","18.6","99.0"
"","","","","","","","","2022-01-13","08:15:00","18.9","99.0"
"","","","","","","","","2022-01-13","08:30:00","19.7","99.0"
"","","","","","","","","2022-01-13","08:45:00","20.1","99.0"
"","","","","","","","","2022-01-13","09:00:00","20.5","99.0"
"","","","","","","","","2022-01-13","09:15:00","20.5","99.0"
"","","","","","","","","2022-01-13","09:30:00","20.9","99.0"
"","","","","","","","","2022-01-13","09:45:00","21.2","99.0"
"","","","","","","","","2022-01-13","10:00:00","21.3","99.0"
"","","","","","","","","2022-01-13","10:15:00","21.9","99.0"
"","","","","","","","","2022-01-13","10:30:00","21.8","99.0"
"","","","","","","","","2022-01-13","10:45:00","22.5","99.0"
"","","","","","","","","2022-01-13","11:00:00","22.7","99.0"
"","","","","","","","","2022-01-13","11:15:00","23.0","99.0"
"","","","","","","","","2022-01-13","11:30:00","23.4","97.0"
"","","","","","","","","2022-01-13","11:45:00","23.5","92.0"
"","","","","","","","","2022-01-13","12:15:00","23.3","87.0"
"","","","","","","","","2022-01-13","12:30:00","23.6","81.0"
"","","","","","","","","2022-01-13","12:45:00","24.2","71.0"
"","","","","","","","","2022-01-13","13:00:00","24.9","65.0"
"","","","","","","","","2022-01-13","13:15:00","24.9","72.0"
"","","","","","","","","2022-01-13","13:30:00","24.6","76.0"
"","","","","","","","","2022-01-13","13:45:00","25.1","72.0"
"","","","","","","","","2022-01-13","14:00:00","24.8","75.0"
"","","","","","","","","2022-01-13","14:15:00","24.6","70.0"
"","","","","","","","","2022-01-13","14:30:00","24.6","72.0"
"","","","","","","","","2022-01-13","14:45:00","24.7","71.0"
"","","","","","","","","2022-01-13","15:00:00","24.8","64.0"
"","","","","","","","","2022-01-13","15:15:00","24.6","71.0"
"","","","","","","","","2022-01-13","15:30:00","24.8","70.0"
"","","","","","","","","2022-01-13","15:45:00","24.6","68.0"
"","","","","","","","","2022-01-13","16:00:00","24.2","72.0"
"","","","","","","","","2022-01-13","16:15:00","24.7","68.0"
"","","","","","","","","2022-01-13","16:30:00","24.4","67.0"
"","","","","","","","","2022-01-13","16:45:00","24.3","72.0"
"","","","","","","","","2022-01-13","17:00:00","24.1","72.0"
"","","","","","","","","2022-01-13","17:15:00","23.8","73.0"
"","","","","","","","","2022-01-13","17:30:00","23.6","80.0"
"","","","","","","","","2022-01-13","17:45:00","23.4","78.0"
"","","","","","","","","2022-01-13","18:15:00","23.0","81.0"
"","","","","","","","","2022-01-13","18:30:00","23.0","80.0"
"","","","","","","","","2022-01-13","18:45:00","22.9","81.0"
"","","","","","","","","2022-01-13","19:15:00","22.6","87.0"
"","","","","","","","","2022-01-13","19:30:00","22.5","97.0"
"","","","","","","","","2022-01-13","19:45:00","22.3","99.0"
"","","","","","","","","2022-01-13","20:00:00","22.3","99.0"
"","","","","","","","","2022-01-13","20:15:00","22.2","99.0"
"","","","","","","","","2022-01-13","20:30:00","21.8","99.0"
"","","","","","","","","2022-01-13","20:45:00","21.8","99.0"
"","","","","","","","","2022-01-13","21:00:00","21.8","99.0"
"","","","","","","","","2022-01-13","21:15:00","21.7","99.0"
"","","","","","","","","2022-01-13","21:30:00","21.7","99.0"
"","","","","","","","","2022-01-13","21:45:00","21.7","99.0"
"","","","","","","","","2022-01-13","22:00:00","21.6","99.0"
"","","","","","","","","2022-01-13","22:15:00","21.8","99.0"
"","","","","","","","","2022-01-13","22:30:00","21.8","99.0"
"","","","","","","","","2022-01-13","22:45:00","21.9","99.0"
"","","","","","","","","2022-01-13","23:00:00","21.9","99.0"
"","","","","","","","","2022-01-13","23:15:00","21.5","99.0"
"","","","","","","","","2022-01-13","23:30:00","21.3","99.0"
"","","","","","","","","2022-01-13","23:45:00","21.1","99.0"
"","","","","","","","","2022-01-14","00:00:00","21.5","99.0"
"","","","","","","","","2022-01-14","00:15:00","21.3","99.0"
"","","","","","","","","2022-01-14","00:30:00","21.4","99.0"
"","","","","","","","","2022-01-14","00:45:00","21.3","99.0"
"","","","","","","","","2022-01-14","01:00:00","21.1","99.0"
"","","","","","","","","2022-01-14","01:15:00","20.8","99.0"
"","","","","","","","","2022-01-14","01:30:00","20.6","99.0"
"","","","","","","","","2022-01-14","01:45:00","20.6","99.0"
"","","","","","","","","2022-01-14","02:00:00","20.8","99.0"
"","","","","","","","","2022-01-14","02:15:00","20.4","99.0"
"","","","","","","","","2022-01-14","02:30:00","20.1","99.0"
"","","","","","","","","2022-01-14","02:45:00","19.9","99.0"
"","","","","","","","","2022-01-14","03:00:00","19.6","99.0"
"","","","","","","","","2022-01-14","03:15:00","19.4","99.0"
"","","","","","","","","2022-01-14","03:30:00","19.1","99.0"
"","","","","","","","","2022-01-14","03:45:00","18.9","99.0"
"","","","","","","","","2022-01-14","04:00:00","18.7","99.0"
"","","","","","","","","2022-01-14","04:15:00","18.8","99.0"
"","","","","","","","","2022-01-14","04:30:00","18.9","99.0"
"","","","","","","","","2022-01-14","04:45:00","18.8","99.0"
"","","","","","","","","2022-01-14","05:15:00","18.9","99.0"
"","","","","","","","","2022-01-14","05:30:00","19.0","99.0"
"","","","","","","","","2022-01-14","05:45:00","18.8","99.0"
"","","","","","","","","2022-01-14","06:00:00","18.8","99.0"
"","","","","","","","","2022-01-14","06:15:00","18.8","99.0"
"","","","","","","","","2022-01-14","06:30:00","18.6","99.0"
"","","","","","","","","2022-01-14","06:45:00","18.6","99.0"
"","","","","","","","","2022-01-14","07:00:00","18.8","99.0"
"","","","","","","","","2022-01-14","07:15:00","19.3","99.0"
"","","","","","","","","2022-01-14","07:30:00","19.1","99.0"
"","","","","","","","","2022-01-14","07:45:00","19.1","99.0"
"","","","","","","","","2022-01-14","08:00:00","19.6","99.0"
"","","","","","","","","2022-01-14","08:15:00","20.1","99.0"
"","","","","","","","","2022-01-14","08:30:00","20.6","99.0"
"","","","","","","","","2022-01-14","08:45:00","21.1","99.0"
"","","","","","","","","2022-01-14","09:00:00","21.3","99.0"
"","","","","","","","","2022-01-14","09:15:00","21.7","99.0"
"","","","","","","","","2022-01-14","09:30:00","21.9","99.0"
"","","","","","","","","2022-01-14","09:45:00","22.2","99.0"
"","","","","","","","","2022-01-14","10:00:00","22.5","99.0"
"","","","","","","","","2022-01-14","10:15:00","22.7","99.0"
"","","","","","","","","2022-01-14","10:30:00","23.4","99.0"
"","","","","","","","","2022-01-14","10:45:00","23.7","99.0"
"","","","","","","","","2022-01-14","11:00:00","23.4","99.0"
"","","","","","","","","2022-01-14","11:15:00","23.7","99.0"
"","","","","","","","","2022-01-14","11:30:00","24.3","99.0"
"","","","","","","","","2022-01-14","11:45:00","24.6","94.0"
"","","","","","","","","2022-01-14","12:00:00","24.6","87.0"
"","","","","","","","","2022-01-14","12:15:00","24.5","77.0"
"","","","","","","","","2022-01-14","12:30:00","24.8","78.0"
"","","","","","","","","2022-01-14","12:45:00","24.4","89.0"
"","","","","","","","","2022-01-14","13:00:00","24.4","87.0"
"","","","","","","","","2022-01-14","13:15:00","24.8","85.0"
"","","","","","","","","2022-01-14","13:30:00","24.4","83.0"
"","","","","","","","","2022-01-14","13:45:00","24.6","80.0"
"","","","","","","","","2022-01-14","14:00:00","24.7","79.0"
"","","","","","","","","2022-01-14","14:15:00","24.5","83.0"
"","","","","","","","","2022-01-14","14:30:00","24.5","83.0"
"","","","","","","","","2022-01-14","14:45:00","24.6","84.0"
"","","","","","","","","2022-01-14","15:00:00","24.7","86.0"
"","","","","","","","","2022-01-14","15:15:00","24.7","83.0"
"","","","","","","","","2022-01-14","15:30:00","24.7","84.0"
"","","","","","","","","2022-01-14","15:45:00","24.6","83.0"
"","","","","","","","","2022-01-14","16:15:00","24.4","91.0"
"","","","","","","","","2022-01-14","16:30:00","24.2","89.0"
"","","","","","","","","2022-01-14","16:45:00","24.1","86.0"
"","","","","","","","","2022-01-14","17:00:00","24.0","91.0"
"","","","","","","","","2022-01-14","17:15:00","23.8","92.0"
"","","","","","","","","2022-01-14","17:30:00","23.6","94.0"
"","","","","","","","","2022-01-14","17:45:00","23.4","99.0"
"","","","","","","","","2022-01-14","18:00:00","23.3","99.0"
"","","","","","","","","2022-01-14","18:15:00","23.2","99.0"
"","","","","","","","","2022-01-14","18:30:00","23.0","99.0"
"","","","","","","","","2022-01-14","18:45:00","22.7","99.0"
"","","","","","","","","2022-01-14","19:00:00","22.7","99.0"
"","","","","","","","","2022-01-14","19:15:00","22.6","99.0"
"","","","","","","","","2022-01-14","19:30:00","22.5","99.0"
"","","","","","","","","2022-01-14","19:45:00","22.5","99.0"
"","","","","","","","","2022-01-14","20:00:00","22.5","99.0"
"","","","","","","","","2022-01-14","20:15:00","22.5","99.0"
"","","","","","","","","2022-01-14","20:30:00","22.5","99.0"
"","","","","","","","","2022-01-14","20:45:00","22.5","99.0"
"","","","","","","","","2022-01-14","21:00:00","22.5","99.0"
"","","","","","","","","2022-01-14","21:15:00","22.5","99.0"
"","","","","","","","","2022-01-14","21:30:00","22.3","99.0"
"","","","","","","","","2022-01-14","21:45:00","22.2","99.0"
"","","","","","","","","2022-01-14","22:00:00","22.1","99.0"
"","","","","","","","","2022-01-14","22:15:00","22.0","99.0"
"","","","","","","","","2022-01-14","22:30:00","22.0","99.0"
"","","","","","","","","2022-01-14","22:45:00","22.1","99.0"
"","","","","","","","","2022-01-14","23:00:00","21.9","99.0"
"","","","","","","","","2022-01-14","23:15:00","21.9","99.0"
"","","","","","","","","2022-01-14","23:30:00","21.9","99.0"
"","","","","","","","","2022-01-14","23:45:00","21.7","99.0"
"","","","","","","","","2022-01-15","00:15:00","21.2","99.0"
"","","","","","","","","2022-01-15","00:30:00","21.2","99.0"
"","","","","","","","","2022-01-15","00:45:00","20.8","99.0"
"","","","","","","","","2022-01-15","01:00:00","20.3","99.0"
"","","","","","","","","2022-01-15","01:15:00","20.0","99.0"
"","","","","","","","","2022-01-15","01:30:00","20.1","99.0"
"","","","","","","","","2022-01-15","01:45:00","21.0","99.0"
"","","","","","","","","2022-01-15","02:00:00","21.1","99.0"
"","","","","","","","","2022-01-15","02:15:00","20.9","99.0"
"","","","","","","","","2022-01-15","02:30:00","20.4","99.0"
"","","","","","","","","2022-01-15","02:45:00","19.9","99.0"
"","","","","","","","","2022-01-15","03:00:00","19.6","99.0"
"","","","","","","","","2022-01-15","03:15:00","19.5","99.0"
"","","","","","","","","2022-01-15","03:30:00","19.3","99.0"
"","","","","","","","","2022-01-15","03:45:00","19.3","99.0"
"","","","","","","","","2022-01-15","04:00:00","19.8","99.0"
"","","","","","","","","2022-01-15","04:15:00","20.6","99.0"
"","","","","","","","","2022-01-15","04:30:00","20.7","99.0"
"","","","","","","","","2022-01-15","04:45:00","20.7","99.0"
"","","","","","","","","2022-01-15","05:15:00","20.5","99.0"
"","","","","","","","","2022-01-15","05:30:00","20.3","99.0"
"","","","","","","","","2022-01-15","05:45:00","20.4","99.0"
"","","","","","","","","2022-01-15","06:00:00","20.5","99.0"
"","","","","","","","","2022-01-15","06:15:00","20.5","99.0"
"","","","","","","","","2022-01-15","06:30:00","20.3","99.0"
"","","","","","","","","2022-01-15","06:45:00","20.3","99.0"
"","","","","","","","","2022-01-15","07:00:00","20.1","99.0"
"","","","","","","","","2022-01-15","07:15:00","20.3","99.0"
"","","","","","","","","2022-01-15","07:30:00","20.1","99.0"
"","","","","","","","","2022-01-15","07:45:00","19.9","99.0"
"","","","","","","","","2022-01-15","08:00:00","20.4","99.0"
"","","","","","","","","2022-01-15","08:15:00","20.8","99.0"
"","","","","","","","","2022-01-15","08:30:00","21.0","99.0"
"","","","","","","","","2022-01-15","08:45:00","21.2","99.0"
"","","","","","","","","2022-01-15","09:00:00","21.9","99.0"
"","","","","","","","","2022-01-15","09:15:00","22.8","99.0"
"","","","","","","","","2022-01-15","09:30:00","23.2","99.0"
"","","","","","","","","2022-01-15","09:45:00","23.8","99.0"
"","","","","","","","","2022-01-15","10:00:00","24.0","99.0"
"","","","","","","","","2022-01-15","10:15:00","24.3","97.0"
"","","","","","","","","2022-01-15","10:30:00","24.8","85.0"
"","","","","","","","","2022-01-15","10:45:00","24.6","79.0"
"","","","","","","","","2022-01-15","11:00:00","25.2","71.0"
"","","","","","","","","2022-01-15","11:15:00","25.5","65.0"
"","","","","","","","","2022-01-15","11:30:00","25.6","67.0"
"","","","","","","","","2022-01-15","11:45:00","25.9","65.0"
"","","","","","","","","2022-01-15","12:00:00","26.1","57.0"
"","","","","","","","","2022-01-15","12:15:00","25.8","61.0"
"","","","","","","","","2022-01-15","12:30:00","25.9","56.0"
"","","","","","","","","2022-01-15","12:45:00","26.2","54.0"
"","","","","","","","","2022-01-15","13:00:00","26.7","52.0"
"","","","","","","","","2022-01-15","13:15:00","26.7","51.0"
"","","","","","","","","2022-01-15","13:30:00","27.3","49.0"
"","","","","","","","","2022-01-15","13:45:00","27.3","49.0"
"","","","","","","","","2022-01-15","14:00:00","27.7","47.0"
"","","","","","","","","2022-01-15","14:15:00","27.7","52.0"
"","","","","","","","","2022-01-15","14:30:00","27.1","63.0"
"","","","","","","","","2022-01-15","14:45:00","26.8","57.0"
"","","","","","","","","2022-01-15","15:00:00","26.8","66.0"
"","","","","","","","","2022-01-15","15:15:00","25.9","72.0"
"","","","","","","","","2022-01-15","15:30:00","26.4","65.0"
"","","","","","","","","2022-01-15","15:45:00","26.2","74.0"
"","","","","","","","","2022-01-15","16:00:00","25.9","77.0"
"","","","","","","","","2022-01-15","16:15:00","25.9","76.0"
"","","","","","","","","2022-01-15","16:30:00","25.7","77.0"
"","","","","","","","","2022-01-15","16:45:00","25.4","81.0"
"","","","","","","","","2022-01-15","17:00:00","25.1","87.0"
"","","","","","","","","2022-01-15","17:15:00","24.7","95.0"
"","","","","","","","","2022-01-15","17:30:00","24.6","99.0"
"","","","","","","","","2022-01-15","17:45:00","24.3","99.0"
"","","","","","","","","2022-01-15","18:00:00","24.1","99.0"
"","","","","","","","","2022-01-15","18:15:00","23.6","99.0"
"","","","","","","","","2022-01-15","18:30:00","23.4","99.0"
"","","","","","","","","2022-01-15","18:45:00","23.3","99.0"
"","","","","","","","","2022-01-15","19:00:00","23.3","99.0"
"","","","","","","","","2022-01-15","19:15:00","23.3","99.0"
"","","","","","","","","2022-01-15","19:30:00","23.3","99.0"
"","","","","","","","","2022-01-15","19:45:00","23.3","99.0"
"","","","","","","","","2022-01-15","20:00:00","23.3","99.0"
"","","","","","","","","2022-01-15","20:15:00","23.2","99.0"
"","","","","","","","","2022-01-15","20:30:00","23.3","99.0"
"","","","","","","","","2022-01-15","20:45:00","23.5","99.0"
"","","","","","","","","2022-01-15","21:00:00","23.8","99.0"
"","","","","","","","","2022-01-15","21:15:00","23.5","99.0"
"","","","","","","","","2022-01-15","21:30:00","23.4","99.0"
"","","","","","","","","2022-01-15","21:45:00","23.1","99.0"
"","","","","","","","","2022-01-15","22:00:00","22.6","99.0"
"","","","","","","","","2022-01-15","22:15:00","22.0","99.0"
"","","","","","","","","2022-01-15","22:30:00","21.6","99.0"
"","","","","","","","","2022-01-15","22:45:00","21.4","99.0"
"","","","","","","","","2022-01-15","23:00:00","21.1","99.0"
"","","","","","","","","2022-01-15","23:15:00","21.2","99.0"
"","","","","","","","","2022-01-15","23:30:00","20.8","99.0"
"","","","","","","","","2022-01-15","23:45:00","20.5","99.0"
"","","","","","","","","2022-01-16","00:15:00","20.7","99.0"
"","","","","","","","","2022-01-16","00:30:00","20.6","99.0"
"","","","","","","","","2022-01-16","00:45:00","20.6","99.0"
"","","","","","","","","2022-01-16","01:00:00","21.2","99.0"
"","","","","","","","","2022-01-16","01:15:00","21.3","99.0"
"","","","","","","","","2022-01-16","01:30:00","21.1","99.0"
"","","","","","","","","2022-01-16","01:45:00","20.9","99.0"
"","","","","","","","","2022-01-16","02:00:00","20.6","99.0"
"","","","","","","","","2022-01-16","02:15:00","21.2","99.0"
"","","","","","","","","2022-01-16","02:30:00","21.6","99.0"
"","","","","","","","","2022-01-16","02:45:00","21.6","99.0"
"","","","","","","","","2022-01-16","03:00:00","21.7","99.0"
"","","","","","","","","2022-01-16","03:15:00","22.1","99.0"
"","","","","","","","","2022-01-16","03:30:00","22.2","99.0"
"","","","","","","","","2022-01-16","03:45:00","22.1","99.0"
"","","","","","","","","2022-01-16","04:00:00","22.0","99.0"
"","","","","","","","","2022-01-16","04:15:00","21.8","99.0"
"","","","","","","","","2022-01-16","04:30:00","21.7","99.0"
"","","","","","","","","2022-01-16","04:45:00","21.6","99.0"
"","","","","","","","","2022-01-16","05:15:00","21.6","99.0"
"","","","","","","","","2022-01-16","05:30:00","21.4","99.0"
"","","","","","","","","2022-01-16","05:45:00","21.4","99.0"
"","","","","","","","","2022-01-16","06:00:00","21.3","99.0"
"","","","","","","","","2022-01-16","06:15:00","21.2","99.0"
"","","","","","","","","2022-01-16","06:30:00","21.2","99.0"
"","","","","","","","","2022-01-16","06:45:00","21.3","99.0"
"","","","","","","","","2022-01-16","07:00:00","21.2","99.0"
"","","","","","","","","2022-01-16","07:15:00","21.1","99.0"
"","","","","","","","","2022-01-16","07:30:00","21.2","99.0"
"","","","","","","","","2022-01-16","07:45:00","21.3","99.0"
"","","","","","","","","2022-01-16","08:00:00","21.4","99.0"
"","","","","","","","","2022-01-16","08:15:00","21.6","99.0"
"","","","","","","","","2022-01-16","08:30:00","21.8","99.0"
"","","","","","","","","2022-01-16","08:45:00","22.1","99.0"
"","","","","","","","","2022-01-16","09:00:00","22.6","93.0"
"","","","","","","","","2022-01-16","09:15:00","23.6","82.0"
"","","","","","","","","2022-01-16","09:30:00","24.3","75.0"
"","","","","","","","","2022-01-16","09:45:00","24.3","74.0"
"","","","","","","","","2022-01-16","10:00:00","24.4","73.0"
"","","","","","","","","2022-01-16","10:15:00","25.5","65.0"
"","","","","","","","","2022-01-16","10:30:00","25.6","64.0"
"","","","","","","","","2022-01-16","10:45:00","25.8","62.0"
"","","","","","","","","2022-01-16","11:00:00","26.3","59.0"
"","","","","","","","","2022-01-16","11:15:00","26.6","60.0"
"","","","","","","","","2022-01-16","11:30:00","26.3","61.0"
"","","","","","","","","2022-01-16","11:45:00","26.7","57.0"
"","","","","","","","","2022-01-16","12:15:00","26.9","55.0"
"","","","","","","","","2022-01-16","12:30:00","26.9","57.0"
"","","","","","","","","2022-01-16","12:45:00","26.9","63.0"
"","","","","","","","","2022-01-16","13:00:00","27.5","53.0"
"","","","","","","","","2022-01-16","13:15:00","28.1","47.0"
"","","","","","","","","2022-01-16","13:30:00","28.4","45.0"
"","","","","","","","","2022-01-16","13:45:00","28.4","45.0"
"","","","","","","","","2022-01-16","14:00:00","28.7","44.0"
"","","","","","","","","2022-01-16","14:15:00","28.7","44.0"
"","","","","","","","","2022-01-16","14:30:00","29.2","41.0"
"","","","","","","","","2022-01-16","14:45:00","29.5","40.0"
"","","","","","","","","2022-01-16","15:15:00","28.1","64.0"
"","","","","","","","","2022-01-16","15:30:00","28.0","62.0"
"","","","","","","","","2022-01-16","15:45:00","27.8","67.0"
"","","","","","","","","2022-01-16","16:00:00","27.6","69.0"
"","","","","","","","","2022-01-16","16:15:00","28.0","69.0"
"","","","","","","","","2022-01-16","16:30:00","27.5","66.0"
"","","","","","","","","2022-01-16","16:45:00","27.5","69.0"
"","","","","","","","","2022-01-16","17:15:00","26.2","96.0"
"","","","","","","","","2022-01-16","17:30:00","25.9","96.0"
"","","","","","","","","2022-01-16","17:45:00","25.6","99.0"
"","","","","","","","","2022-01-16","18:00:00","25.1","99.0"
"","","","","","","","","2022-01-16","18:15:00","24.7","99.0"
"","","","","","","","","2022-01-16","18:30:00","24.4","99.0"
"","","","","","","","","2022-01-16","18:45:00","24.2","99.0"
"","","","","","","","","2022-01-16","19:00:00","24.4","99.0"
"","","","","","","","","2022-01-16","19:15:00","24.4","99.0"
"","","","","","","","","2022-01-16","19:30:00","24.4","99.0"
"","","","","","","","","2022-01-16","19:45:00","24.7","91.0"
"","","","","","","","","2022-01-16","20:00:00","24.7","84.0"
"","","","","","","","","2022-01-16","20:15:00","24.6","76.0"
"","","","","","","","","2022-01-16","20:30:00","24.7","75.0"
"","","","","","","","","2022-01-16","20:45:00","24.6","79.0"
